"productId","cansimId","cubeTitleEn","cubeTitleFr","frequencyCode","archiveStatusCode","archiveStatusEn","archiveStatusFr","nbDatapointsCube","dimension.member.memberNameEn","dimension.member.memberNameFr"
"14100017","282-0001","Labour force characteristics by sex and detailed age group, monthly, unadjusted for seasonality","Caractéristiques de la population active selon le sexe et le groupe d'âge détaillé, données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","3855060","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100018","282-0002","Labour force characteristics by sex and detailed age group, annual, inactive","Caractéristiques de la population active selon le sexe et le groupe d'âge détaillé, données annuelles, inactif","12","1","ARCHIVED -  a cube publicly available but no longer being updated","ARCHIVÉ - un cube qui est disponible au public mais n'étant plus mis à jour","312180","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100019","282-0003","Labour force characteristics by educational attainment, monthly, unadjusted for seasonality","Caractéristiques de la population active selon le niveau de scolarité atteint, données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","9702990","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100020","282-0004","Unemployment rate, participation rate and employment rate by educational attainment, annual","Taux de chômage, taux d'activité et taux d'emploi selon le niveau de scolarité atteint, données annuelles","12","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","801900","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100021","282-0005","Unemployment rate, participation rate, and employment rate by type of student during school months, monthly, unadjusted for seasonality","Taux de chômage, taux d'activité et taux d'emploi selon le genre d'étudiant durant les mois d'étude, données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","4380750","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100286","282-0006","Unemployment rate and employment rate by type of student during summer months, monthly, unadjusted for seasonality, last 5 months","Taux de chômage et taux d'emploi selon le genre d'étudiant au cours des mois d'été, données mensuelles non désaisonnalisées, 5 derniers mois","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","4573800","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100022","282-0007","Labour force characteristics by industry, monthly, unadjusted for seasonality","Caractéristiques de la population active selon l'industrie, données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","10974744","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100023","282-0008","Labour force characteristics by industry, annual","Caractéristiques de la population active selon l'industrie, données annuelles","12","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","908952","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100027","282-0012","Employment by class of worker, annual","Emploi selon la catégorie de travailleur, données annuelles","12","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","210540","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100028","282-0013","Part-time employment by reason, monthly, unadjusted for seasonality","Emploi à temps partiel selon la raison, données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","911241","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100029","282-0014","Part-time employment by reason, annual","Emploi à temps partiel selon la raison, données annuelles","12","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","75132","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100030","282-0015","Usual hours worked by job type (main or all jobs), monthly, unadjusted for seasonality","Heures habituellement travaillées selon le genre d'emploi (principal ou tous), données mensuelles non désaisonnalisées","6","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","3154140","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
"14100031","282-0016","Usual hours worked by job type (main or all jobs), annual","Heures habituellement travaillées selon le genre d'emploi (principal ou tous), données annuelles","12","2","CURRENT - a cube available to the public and that is current","ACTIF - un cube qui est disponible au public et qui est toujours mise a jour","261360","undefinedCanada;Newfoundland and Labrador;Prince Edward Island;Nova Scotia;New Brunswick;Quebec;Ontario;Manitoba;Saskatchewan;Alberta;British Columbia;","undefinedCanada;Terre-Neuve-et-Labrador;Île-du-Prince-Édouard;Nouvelle-Écosse;Nouveau-Brunswick;Québec;Ontario;Manitoba;Saskatchewan;Alberta;Colombie-Britannique;"
